           0 ps U U U U U U U U UUUUUU UUUUUUUUUU UUU
   826500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   827000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   827500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   828000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   828500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   829000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   829500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   830000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   830500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   831000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   831500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   832000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   832500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   833000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   833500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   834000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   834500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   835000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   835500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   836000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   836500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   837000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   837500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   838000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   838500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   839000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   839500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   840000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   840500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   841000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   841500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   842000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   842500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   843000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   843500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   844000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   844500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   845000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   845500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   846000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   846500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   847000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   847500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   848000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   848500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   849000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   849500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   850000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   850500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   851000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   851500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   852000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   852500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   853000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   853500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   854000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   854500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   855000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   855500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   856000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   856500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   857000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   857500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   858000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   858500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   859000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   859500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   860000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   860500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   861000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   861500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   862000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   862500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   863000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   863500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   864000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   864500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   865000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   865500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   866000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   866500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   867000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   867500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   868000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   868500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   869000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   869500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   870000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   870500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   871000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   871500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   872000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   872500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   873000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   873500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   874000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   874500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   875000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   875500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   876000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   876500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   877000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   877500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   878000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   878500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   879000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   879500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   880000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   880500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   881000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   881500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   882000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   882500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   883000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   883500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   884000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   884500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   885000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   885500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   886000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   886500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   887000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   887500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   888000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   888500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   889000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   889500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   890000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   890500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   891000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   891500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   892000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   892500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   893000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   893500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   894000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   894500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   895000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   895500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   896000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   896500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   897000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   897500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   898000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   898500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   899000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   899500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   900000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   900500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   901000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   901500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   902000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   902500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   903000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   903500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   904000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   904500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   905000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   905500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   906000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   906500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   907000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   907500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   908000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   908500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   909000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   909500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   910000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   910500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   911000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   911500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   912000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   912500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   913000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   913500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   914000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   914500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   915000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   915500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   916000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   916500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   917000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   917500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   918000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   918500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   919000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   919500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   920000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   920500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   921000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   921500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   922000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   922500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   923000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   923500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   924000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   924500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   925000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   925500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   926000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   926500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   927000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   927500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   928000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   928500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   929000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
   929500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
   930000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   930500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   931000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   931500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   932000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   932500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   933000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   933500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   934000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   934500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   935000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   935500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   936000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   936500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   937000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   937500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   938000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   938500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   939000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   939500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   940000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   940500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   941000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   941500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   942000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   942500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   943000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   943500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   944000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   944500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   945000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   945500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   946000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   946500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   947000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   947500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   948000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   948500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   949000000 ps 0 0 1 1 1 0 0 0 000111 0001011010 000
   949500000 ps 1 0 1 1 1 0 0 0 000111 0001011010 000
   950000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   950500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   951000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   951500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   952000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   952500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   953000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   953500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   954000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   954500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   955000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   955500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   956000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   956500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   957000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   957500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   958000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   958500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   959000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   959500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   960000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   960500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   961000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   961500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   962000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   962500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   963000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   963500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   964000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   964500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   965000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   965500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   966000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   966500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   967000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   967500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   968000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   968500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   969000000 ps 0 0 1 1 1 0 1 0 000111 0001011010 000
   969500000 ps 1 0 1 1 1 0 1 0 000111 0001011010 000
   970000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   970500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   971000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   971500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   972000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   972500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   973000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   973500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   974000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   974500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   975000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   975500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   976000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   976500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   977000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   977500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   978000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   978500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   979000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   979500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   980000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   980500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   981000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   981500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   982000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   982500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   983000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   983500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   984000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   984500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   985000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   985500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   986000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   986500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   987000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   987500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   988000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   988500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   989000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   989500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   990000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   990500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   991000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   991500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   992000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   992500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   993000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   993500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   994000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   994500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   995000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   995500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   996000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   996500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   997000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   997500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   998000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   998500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
   999000000 ps 0 0 1 1 1 1 1 0 000111 0001011010 000
   999500000 ps 1 0 1 1 1 1 1 0 000111 0001011010 000
  1000000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1000500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1001000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1001500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1002000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1002500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1003000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1003500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1004000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1004500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1005000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1005500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1006000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1006500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1007000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1007500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1008000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1008500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1009000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1009500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1010000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1010500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1011000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1011500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1012000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1012500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1013000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1013500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1014000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1014500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1015000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1015500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1016000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1016500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1017000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1017500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1018000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1018500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1019000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1019500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1020000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1020500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1021000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1021500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1022000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1022500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1023000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1023500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1024000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1024500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1025000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1025500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1026000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1026500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1027000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1027500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1028000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1028500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1029000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
  1029500000 ps 1 0 1 1 1 1 0 0 000111 0001011010 000
  1030000000 ps 0 0 1 1 1 1 0 0 000111 0001011010 000
